x,t,u
0.5529411764705883,0.0,-0.05061709515442816
0.5607843137254902,0.0,-0.059688466894146815
0.5686274509803921,0.0,-0.06917251940663749
0.5764705882352941,0.0,-0.07907022883007984
0.584313725490196,0.0,-0.08938197964347325
0.5921568627450979,0.0,-0.1001075533819925
0.6000000000000001,0.0,-0.11124611797498116
0.607843137254902,0.0,-0.12279621772393429
0.615686274509804,0.0,-0.13475576393724784
0.6235294117647059,0.0,-0.14712202623790305
0.6313725490196078,0.0,-0.15989162455964628
0.6392156862745098,0.0,-0.17306052184658313
0.6470588235294117,0.0,-0.1866240174704535
0.6549019607843136,0.0,-0.20057674137918238
0.6627450980392156,0.0,-0.21491264898961582
0.6705882352941177,0.0,-0.22962501683664602
0.6784313725490196,0.0,-0.2447064389902085
0.6862745098039216,0.0,-0.260148824250911
0.6941176470588235,0.0,-0.27594339413428903
0.7019607843137254,0.0,-0.29208068165293677
0.7098039215686274,0.0,-0.3085505309049822
0.7176470588235293,0.0,-0.32534209747658754
0.7254901960784315,0.0,-0.34244384966536245
0.7333333333333334,0.0,-0.3598435705307639
0.7411764705882353,0.0,-0.37752836077674795
0.7490196078431373,0.0,-0.39548464247109805
0.7568627450980392,0.0,-0.413698163605029
0.7647058823529411,0.0,-0.43215400349581784
0.7725490196078431,0.0,-0.4508365790343625
0.780392156862745,0.0,-0.46972965177871095
0.7882352941176469,0.0,-0.4888163358937445
0.7960784313725491,0.0,-0.5080791069363255
0.803921568627451,0.0,-0.5274998114843554
0.8117647058823529,0.0,-0.5470596776073129
0.8196078431372549,0.0,-0.5667393261749594
0.8274509803921568,0.0,-0.5865187830000311
0.8352941176470587,0.0,-0.60637749180985
0.8431372549019607,0.0,-0.626294328040913
0.8509803921568628,0.0,-0.6462476134496368
0.8588235294117648,0.0,-0.6662151315315601
0.8666666666666667,0.0,-0.6861741437404426
0.8745098039215686,0.0,-0.7061014064978068
0.8823529411764706,0.0,-0.7259731889826299
0.8901960784313725,0.0,-0.745765291690014
0.8980392156862744,0.0,-0.7654530657468155
0.9058823529411764,0.0,-0.7850114329713649
0.9137254901960783,0.0,-0.8044149066635693
0.9215686274509804,0.0,-0.8236376131108559
0.9294117647058824,0.0,-0.842653313794589
0.9372549019607843,0.0,-0.8614354282807917
0.9450980392156862,0.0,-0.8799570577781815
0.9529411764705882,0.0,-0.8981910093457561
0.9607843137254901,0.0,-0.9161098207313791
0.968627450980392,0.0,-0.9336857858220465
0.9764705882352942,0.0,-0.9508909806857709
0.9843137254901961,0.0,-0.9676972901842749
0.9921568627450981,0.0,-0.9840764351349724
1.0,0.0,-1.0
-1.0,0.005025125628140704,0.0
-0.9921568627450981,0.005025125628140704,-0.9842289471207868
-0.9843137254901961,0.005025125628140704,-0.9680028897914517
-0.9764705882352941,0.005025125628140704,-0.9513455181193745
-0.9686274509803922,0.005025125628140704,-0.9342844018608918
-0.9607843137254902,0.005025125628140704,-0.9168470102532313
-0.9529411764705882,0.005025125628140704,-0.8990606863668099
-0.9450980392156862,0.005025125628140704,-0.8809526213954935
-0.9372549019607843,0.005025125628140704,-0.8625498289349202
-0.9294117647058824,0.005025125628140704,-0.8438791193017529
-0.9215686274509804,0.005025125628140704,-0.8249670739489556
-0.9137254901960784,0.005025125628140704,-0.8058400200339326
-0.9058823529411765,0.005025125628140704,-0.7865240051975796
-0.8980392156862745,0.005025125628140704,-0.7670447726130254
-0.8901960784313725,0.005025125628140704,-0.7474277363630941
-0.8823529411764706,0.005025125628140704,-0.7276979572052943
-0.8745098039215686,0.005025125628140704,-0.7078801187824868
-0.8666666666666667,0.005025125628140704,-0.687998504336317
-0.8588235294117648,0.005025125628140704,-0.668076973979029
-0.8509803921568627,0.005025125628140704,-0.6481389425774621
-0.8431372549019608,0.005025125628140704,-0.6282073583008857
-0.8352941176470589,0.005025125628140704,-0.6083046818818767
-0.8274509803921568,0.005025125628140704,-0.5884528666367453
-0.8196078431372549,0.005025125628140704,-0.5686733392890738
-0.8117647058823529,0.005025125628140704,-0.5489869816367995
-0.803921568627451,0.005025125628140704,-0.5294141130999912
-0.7960784313725491,0.005025125628140704,-0.5099744741830408
-0.788235294117647,0.005025125628140704,-0.4906872108814845
-0.7803921568627451,0.005025125628140704,-0.47157086006009263
-0.7725490196078432,0.005025125628140704,-0.45264333582526034
-0.7647058823529411,0.005025125628140704,-0.4339219169111294
-0.7568627450980392,0.005025125628140704,-0.41542323509528645
-0.7490196078431373,0.005025125628140704,-0.3971632646563531
-0.7411764705882353,0.005025125628140704,-0.3791573128823396
-0.7333333333333334,0.005025125628140704,-0.36142001163526766
-0.7254901960784313,0.005025125628140704,-0.34396530997433955
-0.7176470588235294,0.005025125628140704,-0.32680646783682715
-0.7098039215686275,0.005025125628140704,-0.3099560507728947
-0.7019607843137254,0.005025125628140704,-0.2934259257277938
-0.6941176470588235,0.005025125628140704,-0.2772272578622412
-0.6862745098039216,0.005025125628140704,-0.2613705083993573
-0.6784313725490196,0.005025125628140704,-0.2458654334843015
-0.6705882352941177,0.005025125628140704,-0.23072108404067576
-0.6627450980392157,0.005025125628140704,-0.21594580660590895
-0.6549019607843137,0.005025125628140704,-0.2015472451261603
-0.6470588235294118,0.005025125628140704,-0.18753234368979463
-0.6392156862745098,0.005025125628140704,-0.17390735017719497
-0.6313725490196078,0.005025125628140704,-0.1606778208035524
-0.6235294117647059,0.005025125628140704,-0.14784862553033407
-0.615686274509804,0.005025125628140704,-0.13542395432035978
-0.607843137254902,0.005025125628140704,-0.12340732421078676
-0.6,0.005025125628140704,-0.11180158717783589
-0.592156862745098,0.005025125628140704,-0.1006089387667503
-0.5843137254901961,0.005025125628140704,-0.08983092746026024
-0.5764705882352941,0.005025125628140704,-0.079468464758728
-0.5686274509803921,0.005025125628140704,-0.06952183594513876
-0.5607843137254902,0.005025125628140704,-0.05999071150818523
-0.5529411764705883,0.005025125628140704,-0.050874159196855916
-0.5450980392156863,0.005025125628140704,-0.042170656680153386
-0.5372549019607843,0.005025125628140704,-0.03387810478584097
-0.5294117647058824,0.005025125628140704,-0.025993841292430413
-0.5215686274509804,0.005025125628140704,-0.018514655248959795
-0.5137254901960784,0.005025125628140704,-0.01143680179747546
-0.5058823529411764,0.005025125628140704,-0.004756017473497015
-0.4980392156862745,0.005025125628140704,0.00153246403988366
-0.4901960784313726,0.005025125628140704,0.0074338957282534
-0.48235294117647065,0.005025125628140704,0.012954000656114737
-0.4745098039215686,0.005025125628140704,0.018098954994412726
-0.4666666666666667,0.005025125628140704,0.02287537068834945
-0.45882352941176474,0.005025125628140704,0.027290277788207033
-0.4509803921568627,0.005025125628140704,0.03135110646565268
-0.44313725490196076,0.005025125628140704,0.03506566873778768
-0.43529411764705883,0.005025125628140704,0.038442139921026096
-0.4274509803921569,0.005025125628140704,0.041489039836745185
-0.41960784313725497,0.005025125628140704,0.04421521379054491
-0.4117647058823529,0.005025125628140704,0.04662981334688203
-0.403921568627451,0.005025125628140704,0.048742276920802845
-0.39607843137254906,0.005025125628140704,0.050562310208491
-0.388235294117647,0.005025125628140704,0.052099866478361685
-0.3803921568627451,0.005025125628140704,0.053365126744476236
-0.37254901960784315,0.005025125628140704,0.05436847984411063
-0.3647058823529412,0.005025125628140704,0.055120502441387664
-0.3568627450980393,0.005025125628140704,0.05563193897896968
-0.34901960784313724,0.005025125628140704,0.05591368159990314
-0.3411764705882353,0.005025125628140704,0.055976750061801486
-0.33333333333333337,0.005025125628140704,0.05583227166564654
-0.3254901960784313,0.005025125628140704,0.05549146122157426
-0.3176470588235294,0.005025125628140704,0.05496560107408506
-0.30980392156862746,0.005025125628140704,0.05426602120917709
-0.3019607843137255,0.005025125628140704,0.05340407946593843
-0.2941176470588236,0.005025125628140704,0.0523911418751491
-0.28627450980392155,0.005025125628140704,0.0512385631474296
-0.2784313725490196,0.005025125628140704,0.04995766733342995
-0.2705882352941177,0.005025125628140704,0.04855972867847566
-0.26274509803921564,0.005025125628140704,0.047055952693975396
-0.2549019607843137,0.005025125628140704,0.04545745746774549
-0.24705882352941178,0.005025125628140704,0.04377525523521808
-0.23921568627450984,0.005025125628140704,0.042020234233272426
-0.2313725490196079,0.005025125628140704,0.0402031408581607
-0.22352941176470587,0.005025125628140704,0.03833456214869115
-0.21568627450980393,0.005025125628140704,0.036424908615483975
-0.207843137254902,0.005025125628140704,0.03448439743672675
-0.19999999999999996,0.005025125628140704,0.032523036040431545
-0.19215686274509802,0.005025125628140704,0.03055060609273231
-0.1843137254901961,0.005025125628140704,0.028576647911263034
-0.17647058823529416,0.005025125628140704,0.026610445322126825
-0.16862745098039222,0.005025125628140704,0.024661010978402027
-0.16078431372549018,0.005025125628140704,0.022737072157540998
-0.15294117647058825,0.005025125628140704,0.020847057054398797
-0.14509803921568631,0.005025125628140704,0.018999081585986472
-0.13725490196078427,0.005025125628140704,0.017200936723381147
-0.12941176470588234,0.005025125628140704,0.015460076365542025
-0.1215686274509804,0.005025125628140704,0.013783605769082836
-0.11372549019607847,0.005025125628140704,0.012178270547339571
-0.10588235294117654,0.005025125628140704,0.010650446251347744
-0.0980392156862745,0.005025125628140704,0.009206128544610956
-0.09019607843137256,0.005025125628140704,0.007850923982802446
-0.08235294117647063,0.005025125628140704,0.006590041408795935
-0.07450980392156858,0.005025125628140704,0.005428283972674061
-0.06666666666666665,0.005025125628140704,0.004370041785611797
-0.05882352941176472,0.005025125628140704,0.0034192852157812637
-0.050980392156862786,0.005025125628140704,0.0025795588336742083
-0.04313725490196085,0.005025125628140704,0.0018539760134886002
-0.03529411764705881,0.005025125628140704,0.0012452141964788103
-0.027450980392156876,0.005025125628140704,0.0007555108214237164
-0.019607843137254943,0.005025125628140704,0.00038665992662442956
-0.0117647058823529,0.005025125628140704,0.00014000942710362416
-0.0039215686274509665,0.005025125628140704,1.6459069940573907e-05
0.0039215686274509665,0.005025125628140704,1.6459069940573907e-05
0.0117647058823529,0.005025125628140704,0.00014000942710362414
0.019607843137254832,0.005025125628140704,0.00038665992662442517
0.027450980392156765,0.005025125628140704,0.0007555108214237104
0.0352941176470587,0.005025125628140704,0.0012452141964788025
0.04313725490196085,0.005025125628140704,0.0018539760134886
0.050980392156862786,0.005025125628140704,0.0025795588336742083
0.05882352941176472,0.005025125628140704,0.0034192852157812637
0.06666666666666665,0.005025125628140704,0.004370041785611797
0.07450980392156858,0.005025125628140704,0.00542828397267406
0.08235294117647052,0.005025125628140704,0.006590041408795919
0.09019607843137245,0.005025125628140704,0.007850923982802429
0.0980392156862746,0.005025125628140704,0.009206128544610975
0.10588235294117654,0.005025125628140704,0.010650446251347744
0.11372549019607847,0.005025125628140704,0.012178270547339571
0.1215686274509804,0.005025125628140704,0.013783605769082836
0.12941176470588234,0.005025125628140704,0.015460076365542025
0.13725490196078427,0.005025125628140704,0.017200936723381147
0.1450980392156862,0.005025125628140704,0.018999081585986444
0.15294117647058814,0.005025125628140704,0.020847057054398772
0.16078431372549007,0.005025125628140704,0.022737072157540974
0.16862745098039222,0.005025125628140704,0.024661010978402027
0.17647058823529416,0.005025125628140704,0.026610445322126825
0.1843137254901961,0.005025125628140704,0.028576647911263034
0.19215686274509802,0.005025125628140704,0.03055060609273231
0.19999999999999996,0.005025125628140704,0.032523036040431545
0.2078431372549019,0.005025125628140704,0.034484397436726724
0.21568627450980382,0.005025125628140704,0.036424908615483954
0.22352941176470598,0.005025125628140704,0.03833456214869118
0.2313725490196079,0.005025125628140704,0.0402031408581607
0.23921568627450984,0.005025125628140704,0.042020234233272426
0.24705882352941178,0.005025125628140704,0.04377525523521808
0.2549019607843137,0.005025125628140704,0.04545745746774549
0.26274509803921564,0.005025125628140704,0.047055952693975396
0.2705882352941176,0.005025125628140704,0.04855972867847564
0.2784313725490195,0.005025125628140704,0.049957667333429934
0.28627450980392144,0.005025125628140704,0.051238563147429576
0.2941176470588236,0.005025125628140704,0.0523911418751491
0.3019607843137255,0.005025125628140704,0.05340407946593843
0.30980392156862746,0.005025125628140704,0.05426602120917709
0.3176470588235294,0.005025125628140704,0.05496560107408506
0.3254901960784313,0.005025125628140704,0.05549146122157426
0.33333333333333326,0.005025125628140704,0.055832271665646555
0.3411764705882352,0.005025125628140704,0.0559767500618015
0.34901960784313735,0.005025125628140704,0.05591368159990315
0.3568627450980393,0.005025125628140704,0.05563193897896968
0.3647058823529412,0.005025125628140704,0.055120502441387664
0.37254901960784315,0.005025125628140704,0.05436847984411063
0.3803921568627451,0.005025125628140704,0.053365126744476236
0.388235294117647,0.005025125628140704,0.052099866478361685
0.39607843137254894,0.005025125628140704,0.050562310208491
0.4039215686274509,0.005025125628140704,0.04874227692080286
0.4117647058823528,0.005025125628140704,0.04662981334688204
0.41960784313725497,0.005025125628140704,0.04421521379054491
0.4274509803921569,0.005025125628140704,0.041489039836745185
0.43529411764705883,0.005025125628140704,0.038442139921026096
0.44313725490196076,0.005025125628140704,0.03506566873778768
0.4509803921568627,0.005025125628140704,0.03135110646565268
0.45882352941176463,0.005025125628140704,0.027290277788207112
0.46666666666666656,0.005025125628140704,0.022875370688349533
0.4745098039215687,0.005025125628140704,0.018098954994412688
0.48235294117647065,0.005025125628140704,0.012954000656114737
0.4901960784313726,0.005025125628140704,0.0074338957282534
0.4980392156862745,0.005025125628140704,0.00153246403988366
0.5058823529411764,0.005025125628140704,-0.004756017473497015
0.5137254901960784,0.005025125628140704,-0.01143680179747546
0.5215686274509803,0.005025125628140704,-0.018514655248959733
0.5294117647058822,0.005025125628140704,-0.025993841292430337
0.5372549019607842,0.005025125628140704,-0.03387810478584089
0.5450980392156863,0.005025125628140704,-0.042170656680153386
0.5529411764705883,0.005025125628140704,-0.050874159196855916
0.5607843137254902,0.005025125628140704,-0.05999071150818523
0.5686274509803921,0.005025125628140704,-0.06952183594513876
0.5764705882352941,0.005025125628140704,-0.079468464758728
0.584313725490196,0.005025125628140704,-0.08983092746026004
0.5921568627450979,0.005025125628140704,-0.10060893876675012
0.6000000000000001,0.005025125628140704,-0.11180158717783602
0.607843137254902,0.005025125628140704,-0.12340732421078676
0.615686274509804,0.005025125628140704,-0.13542395432035978
0.6235294117647059,0.005025125628140704,-0.14784862553033407
0.6313725490196078,0.005025125628140704,-0.1606778208035524
0.6392156862745098,0.005025125628140704,-0.17390735017719497
0.6470588235294117,0.005025125628140704,-0.1875323436897944
0.6549019607843136,0.005025125628140704,-0.20154724512616
0.6627450980392156,0.005025125628140704,-0.2159458066059087
0.6705882352941177,0.005025125628140704,-0.23072108404067576
0.6784313725490196,0.005025125628140704,-0.2458654334843015
0.6862745098039216,0.005025125628140704,-0.2613705083993573
0.6941176470588235,0.005025125628140704,-0.2772272578622412
0.7019607843137254,0.005025125628140704,-0.2934259257277938
0.7098039215686274,0.005025125628140704,-0.3099560507728945
0.7176470588235293,0.005025125628140704,-0.326806467836827
0.7254901960784315,0.005025125628140704,-0.34396530997433983
0.7333333333333334,0.005025125628140704,-0.36142001163526766
0.7411764705882353,0.005025125628140704,-0.3791573128823396
0.7490196078431373,0.005025125628140704,-0.3971632646563531
0.7568627450980392,0.005025125628140704,-0.41542323509528645
0.7647058823529411,0.005025125628140704,-0.4339219169111294
0.7725490196078431,0.005025125628140704,-0.4526433358252601
0.780392156862745,0.005025125628140704,-0.47157086006009225
0.7882352941176469,0.005025125628140704,-0.49068721088148426
0.7960784313725491,0.005025125628140704,-0.5099744741830408
0.803921568627451,0.005025125628140704,-0.5294141130999912
0.8117647058823529,0.005025125628140704,-0.5489869816367995
0.8196078431372549,0.005025125628140704,-0.5686733392890738
0.8274509803921568,0.005025125628140704,-0.5884528666367453
0.8352941176470587,0.005025125628140704,-0.6083046818818764
0.8431372549019607,0.005025125628140704,-0.6282073583008855
0.8509803921568628,0.005025125628140704,-0.6481389425774624
0.8588235294117648,0.005025125628140704,-0.668076973979029
0.8666666666666667,0.005025125628140704,-0.687998504336317
0.8745098039215686,0.005025125628140704,-0.7078801187824868
0.8823529411764706,0.005025125628140704,-0.7276979572052943
0.8901960784313725,0.005025125628140704,-0.7474277363630941
0.8980392156862744,0.005025125628140704,-0.7670447726130252
0.9058823529411764,0.005025125628140704,-0.7865240051975794
0.9137254901960783,0.005025125628140704,-0.8058400200339323
0.9215686274509804,0.005025125628140704,-0.8249670739489556
0.9294117647058824,0.005025125628140704,-0.8438791193017529
0.9372549019607843,0.005025125628140704,-0.8625498289349202
0.9450980392156862,0.005025125628140704,-0.8809526213954935
0.9529411764705882,0.005025125628140704,-0.8990606863668099
0.9607843137254901,0.005025125628140704,-0.9168470102532311
0.968627450980392,0.005025125628140704,-0.9342844018608916
0.9764705882352942,0.005025125628140704,-0.9513455181193747
0.9843137254901961,0.005025125628140704,-0.9680028897914517
0.9921568627450981,0.005025125628140704,-0.9842289471207868
1.0,0.005025125628140704,0.0
-1.0,0.010050251256281407,0.0
-0.9921568627450981,0.010050251256281407,-0.9762110334700081
-0.9843137254901961,0.010050251256281407,-0.9683056756154564
-0.9764705882352941,0.010050251256281407,-0.9517961011765994
-0.9686274509803922,0.010050251256281407,-0.9348781088436856
-0.9607843137254902,0.010050251256281407,-0.9175785200121114
-0.9529411764705882,0.010050251256281407,-0.8999240924308091
-0.9450980392156862,0.010050251256281407,-0.8819414956586251
-0.9372549019607843,0.010050251256281407,-0.8636572859442829
-0.9294117647058824,0.010050251256281407,-0.8450978806080119
-0.9215686274509804,0.010050251256281407,-0.8262895320085148
-0.9137254901960784,0.010050251256281407,-0.8072583011836346
-0.9058823529411765,0.010050251256281407,-0.7880300312568439
-0.8980392156862745,0.010050251256281407,-0.7686303207045311
-0.8901960784313725,0.010050251256281407,-0.7490844965810075
-0.8823529411764706,0.010050251256281407,-0.7294175877992124
-0.8745098039215686,0.010050251256281407,-0.7096542985652858
-0.8666666666666667,0.010050251256281407,-0.6898189820645532
-0.8588235294117648,0.010050251256281407,-0.6699356144950306
-0.8509803921568627,0.010050251256281407,-0.6500277695423927
-0.8431372549019608,0.010050251256281407,-0.6301185933874801
-0.8352941176470589,0.010050251256281407,-0.6102307803339169
-0.8274509803921568,0.010050251256281407,-0.5903865491393295
-0.8196078431372549,0.010050251256281407,-0.5706076201290541
-0.8117647058823529,0.010050251256281407,-0.5509151931661667
-0.803921568627451,0.010050251256281407,-0.5313299265462406
-0.7960784313725491,0.010050251256281407,-0.5118719168794775
-0.788235294117647,0.010050251256281407,-0.4925606800168571
-0.7803921568627451,0.010050251256281407,-0.4734151330707656
-0.7725490196078432,0.010050251256281407,-0.4544535775742604
-0.7647058823529411,0.010050251256281407,-0.43569368381677576
-0.7568627450980392,0.010050251256281407,-0.4171524763877207
-0.7490196078431373,0.010050251256281407,-0.3988463209531369
-0.7411764705882353,0.010050251256281407,-0.3807909122844219
